Unnamed: 0,track_id,track,artist,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,era
877,33pTrKPiYyP4F49jCgjNio,alien jewelry,John The Blind,226066,53,0.4529999999999999,0.541,D# / Eb,-10.664,major,0.0567,0.0803,0.0511,0.1369999999999999,0.2189999999999999,117.861,TIKTOK DANCE,20s
880,3b2pfV1sGo8ni5lhF6IQRM,Off You,Sherwyn,201155,38,0.8759999999999999,0.7829999999999999,G,-6.3260000000000005,major,0.0498,0.0436,0.00391,0.0717,0.843,114.992,TIKTOK DANCE,20s
881,3HRO0cbPBrb74WyMaN6z5p,Oh No,Dramos,164000,26,0.644,0.726,D,-6.85,major,0.272,0.151,0.0,0.324,0.7170000000000001,94.857,TIKTOK DANCE,20s
882,65vHCAPvEOoIcHKEoIjM6j,Lie To You,Terry Tesla,170701,28,0.732,0.5429999999999999,C# / Db,-10.365,major,0.225,0.1669999999999999,0.0,0.0715,0.75,134.923,TIKTOK DANCE,20s
883,7mOlWNXQAHcaHtNy67fn9h,Down,SpaceMan Zack,184104,31,0.746,0.411,G,-11.737,minor,0.0495,0.361,0.0,0.1639999999999999,0.466,125.082,TIKTOK DANCE,20s
884,5xNpNg3jsHhfjsAnwg2vz4,Ghost,Dante,159843,18,0.6890000000000001,0.665,G# / Ab,-9.368,minor,0.0329,0.0892,0.0042899999999999,0.11,0.0807,125.025,TIKTOK DANCE,20s
886,6UZkhbKD3Wx1PACaEHpGtX,Glowin,Ray Moon,179147,30,0.691,0.643,F,-6.122999999999999,minor,0.0528,0.204,0.0,0.143,0.526,77.569,TIKTOK DANCE,20s
889,7e2r3oF51gVOrd2IKoyJBs,ONLYFANS,DIRTYXAN,124235,48,0.872,0.527,A# / Bb,-12.078,minor,0.413,0.00156,1.07e-06,0.089,0.561,85.027,TIKTOK DANCE,20s
890,7yttiQUp58i6ykYTHXe3i4,Mop,King Critical,181057,10,0.745,0.649,G,-10.36,major,0.278,0.12,0.0,0.345,0.6459999999999999,149.97299999999998,TIKTOK DANCE,20s
891,0OYFwW1dGoVRMEBwyIDInK,Why,3xbravo,174589,41,0.805,0.39,B,-11.465,major,0.415,0.695,0.0,0.103,0.782,88.54700000000001,TIKTOK DANCE,20s
892,1hctxDuRQAY6GaNZW6nr65,Waiting,Darwin,199836,4,0.69,0.569,C,-7.381,major,0.2239999999999999,0.382,0.0,0.235,0.583,144.186,TIKTOK DANCE,20s
895,3x4URpkFizoJNuEwmCbkbU,Manhattan Vibes,Lil Rekk,180250,42,0.664,0.614,D# / Eb,-7.497999999999999,minor,0.246,0.0278,0.0,0.109,0.294,95.953,TIKTOK DANCE,20s
896,4pe2J5v0X3rwc3dqVosq69,OUTLAW,Neoni,198257,48,0.665,0.754,G,-4.128,minor,0.0818,0.632,1.59e-05,0.0851,0.696,119.995,TIKTOK DANCE,20s
897,4DoX1je5VkxhMt2gx70IGB,Memories,D-Rah,153652,38,0.735,0.5,F,-8.056000000000001,minor,0.119,0.0912,0.0,0.0983,0.332,75.047,TIKTOK DANCE,20s
898,4lvQ7rqGGhGaygou6V88MC,It Ain't True,Lost People,212000,20,0.537,0.501,A,-7.933,minor,0.0295,0.198,0.156,0.1119999999999999,0.102,120.062,TIKTOK DANCE,20s
899,6SvIB3U0P8akC5HEWELt4G,SWEAT,PatrickReza,160500,41,0.478,0.545,A# / Bb,-5.912000000000001,minor,0.0405,0.237,0.00945,0.205,0.123,79.954,TIKTOK DANCE,20s
900,1tAJeXVHrIZDkZu3oOnIQ4,Lost My Mind,CRASH RARRI,156288,55,0.813,0.742,C# / Db,-5.781000000000001,major,0.264,0.021,0.0,0.0705,0.8170000000000001,160.009,TIKTOK DANCE,20s
901,3V63DpLvTE7AWBQOLbAHY9,Money Talk,Enviousofenvy,211931,18,0.895,0.6859999999999999,A,-5.875,minor,0.254,0.0491,0.0,0.128,0.893,145.012,TIKTOK DANCE,20s
902,27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Miley Cyrus,223279,79,0.705,0.8140000000000001,E,-5.466,minor,0.0346,0.00115,0.00312,0.203,0.259,110.0,TIKTOK DANCE,20s
903,5VRZQ5qzsZoBgobQnXyDFg,Fake Friends,Katya Mila,154560,32,0.73,0.596,G,-7.207000000000001,minor,0.0754,0.433,5.59e-06,0.122,0.149,125.002,TIKTOK DANCE,20s
904,4ReIGcwAwhhWiu0S1m7pHL,Fuck Shit,870glizzy,122181,46,0.713,0.529,D,-6.007999999999999,major,0.325,0.0105,2.45e-05,0.163,0.563,165.002,TIKTOK DANCE,20s
905,2uULRpRtKhCdojXwozKJzE,Answer Me,Heartbreak Aris,132000,25,0.752,0.607,C# / Db,-8.424,major,0.0623,0.0383,0.0,0.111,0.211,79.964,TIKTOK DANCE,20s
907,52ACWYmjsG6Pf0je5r9YRO,Pick Up,LA Rodriguez,138556,8,0.636,0.34,C# / Db,-16.798,minor,0.352,0.4529999999999999,0.0,0.11,0.939,97.753,TIKTOK DANCE,20s
908,7Ev2K99xvZu1TYLygRlVyL,Fuck My Night Up,Kevin Courtois,175622,12,0.436,0.382,F,-7.907,minor,0.047,0.511,0.0,0.092,0.108,109.531,TIKTOK DANCE,20s
910,3oMD0opFaviW3LZ7jWF2L8,80's,Sky Kid,114626,26,0.908,0.65,D,-4.944,minor,0.2239999999999999,0.241,0.0,0.27,0.493,133.938,TIKTOK DANCE,20s
911,3zqcHOH8xui5dmVMFpk5Tr,Rush,Adam Kahati,175343,31,0.654,0.792,A,-6.499,major,0.0312,0.129,0.0,0.159,0.349,102.049,TIKTOK DANCE,20s
912,1kgMLfQH6MxWdbBE7XyIfp,Kiss N Tell,Daniel Allan,182727,24,0.615,0.608,D,-8.342,major,0.355,0.5589999999999999,5.99e-06,0.1,0.515,87.999,TIKTOK DANCE,20s
913,1MSTueQzn0h2XEG3W651fV,Ocean Love,Kat Nova,230386,4,0.7190000000000001,0.78,A,-3.153,major,0.0727,0.0145,0.0,0.0809,0.3429999999999999,119.986,TIKTOK DANCE,20s
914,55uMxRPbdE2J7wcdUTJKr6,Gone Head,DAVESTATEOFMIND,204674,24,0.784,0.698,G# / Ab,-5.997999999999999,major,0.171,0.00954,0.0,0.124,0.492,143.08100000000002,TIKTOK DANCE,20s
916,2LUdpPCiiza6UQugipjMeS,Stunnin',Curtis Waters,144013,2,0.906,0.604,B,-8.332,minor,0.0746,0.3289999999999999,0.0,0.255,0.899,99.996,TIKTOK DANCE,20s
919,6wzi3znkuYyNgXLFz4rF2p,Family,Hudson East,193850,23,0.723,0.584,G# / Ab,-9.41,major,0.335,0.2,0.0,0.113,0.596,144.988,TIKTOK DANCE,20s
921,3vgf7gtRKDFNqFRJm7nA0m,Haunt You (feat. chloe moriondo),X Lovers,167036,54,0.5660000000000001,0.532,D# / Eb,-7.641,major,0.0374,0.5489999999999999,0.0,0.54,0.497,100.778,TIKTOK DANCE,20s
922,0uKUr8l4Z3Kvr8UbAl245f,Gone,Sem,172285,32,0.644,0.892,C,-2.986,major,0.0609,0.106,0.0,0.119,0.25,139.91899999999998,TIKTOK DANCE,20s
923,69s8itrkgmEeN24Z0XyvN4,Somebody Else,Kat Meoz,207123,32,0.695,0.63,F,-6.296,minor,0.0368,0.196,0.000421,0.113,0.418,145.957,TIKTOK DANCE,20s
924,18Ftg87EW3cPeOtfjfRtQS,Feels Like,Disco Lines,203809,21,0.799,0.8109999999999999,F,-3.249,minor,0.0545,0.298,8.66e-05,0.755,0.495,125.976,TIKTOK DANCE,20s
927,2u8wpNYoKMYmrZu9OxRaSt,Nobody Safe,xotrapp,180924,21,0.8109999999999999,0.405,G# / Ab,-7.707999999999999,major,0.1889999999999999,0.0552,0.0,0.0964,0.256,129.951,TIKTOK DANCE,20s
928,4hANBkbBO5xcYY1o9VOqxK,John Doe,LBS Kee'vin,99555,20,0.928,0.579,C,-8.112,major,0.261,0.136,3.21e-05,0.0752,0.221,135.141,TIKTOK DANCE,20s
930,6qMJ4oWMigCS4zPwFYvUCr,Race With Time,Heron & Serum,284436,20,0.772,0.68,G# / Ab,-7.706,major,0.4039999999999999,0.143,0.0,0.221,0.59,92.062,TIKTOK DANCE,20s
931,1jrdurjpqGozCOvscrg0j0,Focused,C Guapo,141348,28,0.8009999999999999,0.653,C# / Db,-5.667000000000001,major,0.304,0.0009689999999999,0.0,0.1969999999999999,0.495,108.722,TIKTOK DANCE,20s
932,3BouNt6zTI78RwmMDyepkq,Jessica,Tre Coast,117647,24,0.768,0.54,D,-8.232999999999999,major,0.0837,0.108,0.0,0.0674,0.715,84.17399999999999,TIKTOK DANCE,20s
933,3cwPrsssrDYyFfe8gBHFsv,Reminder,Mulherin,191086,14,0.79,0.442,C,-13.057,major,0.108,0.3279999999999999,0.00998,0.0679,0.5870000000000001,115.014,TIKTOK DANCE,20s
934,0y0nLLyXXhws3TBcPdgdmU,Staccin Up,YSB Eli,121148,49,0.7609999999999999,0.586,F,-5.666,minor,0.235,0.118,0.0,0.196,0.507,147.144,TIKTOK DANCE,20s
935,684fEM0U1ubegDEipKStjC,Afterlife,Children Under the Sun,215349,20,0.7440000000000001,0.644,G,-11.085,minor,0.0369,0.0549,0.000166,0.163,0.962,107.014,TIKTOK DANCE,20s
936,7tXCV0UwFwBxqum6i25you,Coño,Puri,137595,63,0.847,0.573,C,-6.032,major,0.253,0.00739,0.0149,0.0845,0.332,99.919,TIKTOK DANCE,10s
939,5rOyaiH5TMVAJ2pTKVkUQ6,Out of My System,OpenSoul,207499,22,0.767,0.59,C# / Db,-8.317,minor,0.14,0.322,0.0,0.0866,0.578,95.993,TIKTOK DANCE,20s
940,4Hf3mej67MHAoS0Tbl6a6c,Caution Sign,Nicole Chambers,214923,16,0.7759999999999999,0.642,B,-8.117,minor,0.0619,0.0485,0.000246,0.103,0.205,95.018,TIKTOK DANCE,20s
941,4HlwrvZ1Onf2Vh8PJtIvtE,Talk Tough,Dustystaytrue,177366,59,0.677,0.731,C# / Db,-6.348,minor,0.139,0.13,1.58e-05,0.163,0.613,155.101,TIKTOK DANCE,20s
942,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,174000,90,0.5479999999999999,0.816,C,-4.209,major,0.0465,0.122,0.0,0.335,0.557,95.39,TIKTOK DANCE,10s
946,2ls9EkzWDajLOew46Ca4me,Walked In,Kevin Powers,96296,57,0.6679999999999999,0.516,C# / Db,-6.707000000000001,minor,0.168,0.024,0.0,0.148,0.6809999999999999,162.018,TIKTOK DANCE,20s
947,39ZjAV3RBWNmyx95mLS66w,what you do to me,Lyss,190007,26,0.773,0.364,C,-14.354,major,0.127,0.4,1.78e-06,0.0309,0.604,95.938,TIKTOK DANCE,20s
948,7htIBX6E4Rpy7rIib7DasS,Regina George,24hrs,174545,41,0.76,0.381,B,-11.479,minor,0.264,0.0944,0.0,0.0936,0.68,154.01,TIKTOK DANCE,20s
950,0I7TI8LPOaW1I4BivS3HSC,Twisted,Kooly Bros,168209,19,0.71,0.667,G# / Ab,-4.501,major,0.233,0.369,0.0,0.123,0.419,159.868,TIKTOK DANCE,10s
951,586MNYiTaf0NT4sKsAL22k,Fly With Me,BLUPRNT,176129,25,0.772,0.897,C,-6.496,minor,0.0841,0.0609,0.000336,0.374,0.55,123.98,TIKTOK DANCE,20s
952,3pndPhlQWjuSoXhcIIdBjv,What They Want,Russ,165853,74,0.71,0.4039999999999999,C# / Db,-10.04,minor,0.379,0.484,0.0,0.0953,0.3979999999999999,139.553,TIKTOK DANCE,10s
954,6AGrbHaLY6G6zAhD9kpVhe,Options,Jay Hoodie,143687,27,0.804,0.315,D,-13.046,major,0.4539999999999999,0.511,0.0,0.706,0.302,140.082,TIKTOK DANCE,20s
955,0dXJnIc53tYPYpn7TKDz2q,Ice Water,Duce Mino,144000,10,0.89,0.6970000000000001,G,-6.102,major,0.13,0.039,2.06e-06,0.204,0.514,120.042,TIKTOK DANCE,20s
956,7AWmIJP1B7Y9rDYcIUeXeP,Maradona,Pink Chanel Dior,132816,58,0.7120000000000001,0.616,E,-10.062,major,0.2689999999999999,0.159,0.0,0.105,0.286,145.002,TIKTOK DANCE,10s
958,1zy6MLFNCrHvIXWv9yy9fT,Pull up on Me,Justin Morelli,228392,31,0.58,0.506,C# / Db,-8.311,minor,0.0351,0.00678,0.0,0.0902,0.409,143.599,TIKTOK DANCE,20s
960,7GMzYDt9v95hOkyUNCUTsn,19 11 17,Haise,84000,22,0.86,0.244,C# / Db,-8.051,major,0.066,0.7290000000000001,0.901,0.0905,0.695,119.998,TIKTOK DANCE,20s
962,30ZaibaMdYIWDjGTAyOy7T,Diamonds,Danny Aro,152189,23,0.725,0.8140000000000001,G# / Ab,-4.864,minor,0.19,0.501,0.0,0.286,0.524,179.838,TIKTOK DANCE,20s
963,1OEx7kkDgvBLdqOkV1OxXg,Bird Huntin,Cheflodeezy,188108,29,0.815,0.611,F,-7.654,minor,0.381,0.161,0.0,0.0915,0.424,147.815,TIKTOK DANCE,20s
964,7uxbTF1GAQNF0ESW5kzGUo,Do or Die (feat. Liana Banks),lilbootycall,166417,24,0.802,0.634,C,-8.381,minor,0.107,0.153,0.0,0.103,0.706,150.02100000000002,TIKTOK DANCE,20s
966,0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,210328,72,0.8240000000000001,0.8540000000000001,G# / Ab,-5.312,major,0.177,0.016,4.95e-05,0.1169999999999999,0.8959999999999999,95.114,TIKTOK DANCE,20s
968,6FzX1eNW2ZiJ4tNpmkn55R,Lost Kings,K.A.A.N.,151000,26,0.593,0.762,G,-8.073,major,0.353,0.176,0.0998,0.103,0.246,179.91400000000002,TIKTOK DANCE,20s
969,2bJTE2bZpNeTayNbRRfp5w,ACTUP (with JAHMED),Party Favor,181655,44,0.804,0.883,D,-4.493,major,0.292,0.0784,1.83e-06,0.0859,0.8009999999999999,170.077,TIKTOK DANCE,20s
970,3bkjytkq99VLjtbxUp8twy,Life Sux,Silent Child,201176,37,0.375,0.6779999999999999,F,-6.617000000000001,major,0.157,0.258,2.2e-06,0.337,0.424,102.817,TIKTOK DANCE,20s
973,6XqZStnjADZJa0inZUKedQ,Bark,Hoodie Mitch,227368,18,0.7609999999999999,0.644,A# / Bb,-6.152,minor,0.264,0.0685,0.0,0.1009999999999999,0.667,95.013,TIKTOK DANCE,20s
974,4qOKAMWrsnJYehSvJVpjEs,Mayday,J Swey,175024,44,0.846,0.528,A# / Bb,-9.066,minor,0.0717,0.247,0.0,0.0835,0.509,127.976,TIKTOK DANCE,20s
979,2Sla5cgNpVoRcckYjaAMKP,Dream Girl,Ir Sais,162894,68,0.884,0.546,D,-6.279,minor,0.1169999999999999,0.2689999999999999,8e-06,0.064,0.49,113.236,TIKTOK DANCE,10s
982,2iJY710P15Tco2V31KjXPf,Attitude,Roman Yasin,168000,20,0.752,0.583,C# / Db,-9.201,major,0.0838,0.0152,0.0,0.1639999999999999,0.536,130.003,TIKTOK DANCE,20s
986,67KGS9e63LdGM7WpRUJazr,Freak,Eltee,144000,34,0.728,0.669,C,-8.594,major,0.123,0.223,0.0,0.123,0.396,139.857,TIKTOK DANCE,20s
987,0Gw2onW1TwNVpomPiP1Lj9,Go,West Monroe,151011,0,0.581,0.605,E,-6.136,minor,0.0969,0.857,0.0578,0.111,0.19,177.94799999999998,TIKTOK DANCE,20s
991,4S2BMM3Dke8bdWLHpSOPmo,Blessings / Celebration,Màvcase,195945,4,0.696,0.65,D,-6.152,minor,0.0469,0.138,0.0012699999999999,0.0923,0.408,155.991,TIKTOK DANCE,20s
992,3nQQotHU6YtE0Z4kiMNoW8,Geek'd (feat. Lil Baby),Bhad Bhabie,133690,68,0.855,0.562,A,-7.099,minor,0.299,0.485,7.89e-06,0.1119999999999999,0.193,164.053,TIKTOK DANCE,10s
995,5NFr84NNaAHt5B4zK9Vouh,Catch Me,Damien,138475,55,0.804,0.5329999999999999,C,-8.916,minor,0.38,0.585,0.0,0.153,0.345,119.884,TIKTOK DANCE,20s
997,2NtcRpiK7HnSA8CuBQyY16,Whatchu On Today (feat. Polo G),Bankrol Hayden,121440,63,0.867,0.481,D# / Eb,-5.323,minor,0.317,0.281,0.0,0.11,0.6579999999999999,94.915,TIKTOK DANCE,20s
999,09Mxpg8wkI1ynsc3sVDiUU,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",Yung Bae,140208,53,0.8490000000000001,0.718,F# / Gb,-5.324,minor,0.123,0.0187,0.0,0.0736,0.6940000000000001,117.996,TIKTOK DANCE,20s
1003,6u8hSdYZxbK5EczDPRIXXf,Something New (feat. Ty Dolla $ign),Wiz Khalifa,200773,65,0.8140000000000001,0.635,G,-6.609,minor,0.0809,0.0935,0.0,0.0892,0.784,87.581,TIKTOK DANCE,10s
1006,13XyJ3taJF7zDTFy2bdA2Q,Fuck Off,3irty,204042,10,0.605,0.733,F,-5.007,major,0.0692,0.265,0.0,0.0875,0.342,160.12,TIKTOK DANCE,20s
1007,6kB2GI8iyDTNmFYff797XB,Getting My Dough,Azide,200114,0,0.943,0.493,A# / Bb,-8.158999999999999,minor,0.141,0.807,0.0026899999999999,0.125,0.816,114.997,TIKTOK DANCE,20s
1008,3zdzhmZsEn4Kh0BCNP7A3o,Washing My Brain,DARKMARK,146128,14,0.846,0.6920000000000001,C# / Db,-6.089,major,0.0808,0.529,0.0,0.18,0.6609999999999999,115.051,TIKTOK DANCE,20s
1009,63A7v6g17rh4QY7BIznMY8,Broken Hearts,Henny Seear,183250,9,0.855,0.615,E,-5.783,major,0.128,0.354,0.0,0.3,0.504,110.026,TIKTOK DANCE,20s
1010,2pFKuQp8QLsp9Hl3YXuaGo,Cars That Go Boom,L'Trimm,234962,51,0.953,0.536,C# / Db,-9.935,major,0.203,0.0161,1.74e-05,0.103,0.305,119.903,TIKTOK DANCE,10s
1012,18Gcl5bxdd8bpBhWOj1rCR,HAHA,Lil Darkie,160000,71,0.7140000000000001,0.82,C# / Db,-1.102,major,0.444,0.34,0.0,0.0801,0.904,78.032,TIKTOK DANCE,10s
1013,2ow94sXd0XjwoZZK1fCHSJ,Let Go,Ron Grams,159936,44,0.894,0.606,F,-8.979,minor,0.282,0.0133,0.0,0.0623,0.5379999999999999,102.004,TIKTOK DANCE,20s
1014,4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,223480,79,0.863,0.631,G,-4.689,major,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,TIKTOK DANCE,10s
1020,2theWUAkvEQVRADhIQZkAU,sometimes i don't wanna be happy,omgkirby,79476,33,0.787,0.449,D,-7.559,major,0.0821,0.959,0.0093099999999999,0.216,0.6409999999999999,85.97399999999999,TIKTOK DANCE,20s
1021,17yOHBtd3ZKoCt7chJeAjQ,Door Dash,Lil Perfect,179142,14,0.792,0.37,G,-7.797000000000001,major,0.0735,0.129,0.0,0.1119999999999999,0.165,139.901,TIKTOK DANCE,20s
1022,0rozVEMymlZH9dvu2jFr8M,Pacific,Behind The Frames,179478,34,0.868,0.441,G,-9.673,minor,0.193,0.0365,0.0,0.103,0.359,115.016,TIKTOK DANCE,20s
1023,1JU4ApAtMcd9S5I7LRRuFl,State of Mind,Jiaani,156917,35,0.685,0.412,D# / Eb,-12.723,minor,0.0922,0.238,0.0,0.0784,0.954,83.046,TIKTOK DANCE,20s
1024,4v7DgEMw6EvYyuQ4eWFD9l,What If (I Told You I Like You),Johnny Orlando,219186,71,0.735,0.584,C# / Db,-5.047,major,0.14,0.1889999999999999,0.0,0.125,0.395,93.016,TIKTOK DANCE,10s
1026,5G5qyRHlLmZgy915TBTCkB,Figure It Out,Blu DeTiger,164317,62,0.747,0.5539999999999999,G# / Ab,-6.154,minor,0.289,0.493,0.000425,0.332,0.585,96.988,TIKTOK DANCE,20s
1027,51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,229670,72,0.645,0.705,C# / Db,-5.008,major,0.299,0.000813,0.0,0.128,0.376,137.13299999999998,TIKTOK DANCE,10s
1035,3MPfblpHGZwoPtWBDbrLym,Don Dada,Yungeen Ace,125102,41,0.615,0.731,E,-3.127,minor,0.0829,0.586,0.0,0.0984,0.402,170.009,TIKTOK DANCE,20s
1036,54Okeq0AR33D83QGPmkz5u,Ashina,T H R O N E,90163,7,0.706,0.657,C,-7.297000000000001,major,0.336,0.371,0.0,0.785,0.635,160.067,TIKTOK DANCE,20s
1037,6Q0F1PrnvTDFrg9KTKElmC,Money Honey,Rico Pressley,225882,14,0.872,0.531,F,-6.189,major,0.1009999999999999,0.29,0.0,0.0886,0.816,119.035,TIKTOK DANCE,20s
1038,2OBot5OpoT4deri6VkYCyW,Bussin,Tay Money,97297,63,0.858,0.519,C,-9.02,minor,0.208,0.45,0.0,0.0884,0.752,148.08700000000002,TIKTOK DANCE,10s
1044,4GH3i6dXJA90NROrF7QU9q,Rock,Gritty Lex,155200,11,0.8109999999999999,0.522,A,-8.612,major,0.0858,0.14,9.08e-05,0.2239999999999999,0.502,150.05100000000002,TIKTOK DANCE,20s
1057,4PoyMlpB4bgzZoPARraBPW,Canary Wharf,Roundrobin,174721,32,0.626,0.347,A,-11.938,major,0.0451,0.3879999999999999,0.0,0.0897,0.0965,101.943,TIKTOK DANCE,20s
1060,3W6fUTvxMioJ6f0jLFK4Ua,Type Shit!,EGOVERT,163699,26,0.813,0.45,C# / Db,-7.451,major,0.497,0.0239,0.0,0.0762,0.3979999999999999,172.767,TIKTOK DANCE,20s
1064,4GUj9MfPPkjpZskxb45uiX,ANGELS & DEMONS,jxdn,160119,74,0.5539999999999999,0.8,G# / Ab,-3.936,major,0.0395,0.119,0.0,0.629,0.4629999999999999,115.056,TIKTOK DANCE,20s
1065,4OSYOHnGWmithfyy1MCBkR,You Think You're,Alex Aster,168247,28,0.8109999999999999,0.652,C# / Db,-4.958,major,0.0658,0.461,0.0,0.3879999999999999,0.764,106.01,TIKTOK DANCE,20s
1066,7jnm8FmWmqCeTp2nBwbz20,Molly Girl,Ness The Kid,144471,39,0.858,0.722,F,-6.502000000000001,minor,0.0865,0.0365,0.0,0.109,0.351,99.949,TIKTOK DANCE,20s
1067,2vgMKnd6MIRLOwJ0rx3aRZ,Want It (VIP),Kumarion,259534,24,0.578,0.8959999999999999,A# / Bb,-3.522,minor,0.286,0.00579,0.174,0.7759999999999999,0.174,172.00400000000002,TIKTOK DANCE,20s
1068,68UU9oaQtMDnh6PRlW842H,I Like Him,Princess Nokia,132453,71,0.893,0.579,A,-8.995,major,0.113,0.0641,0.000121,0.215,0.611,133.018,TIKTOK DANCE,20s
1071,6GdDjthxbTGBV9rl2oLKa9,"My Neck, My Back (Lick It) - BENZI & BLVD. Remix",Khia,199255,40,0.924,0.935,A,-3.664,major,0.138,0.0141,2.37e-06,0.634,0.726,116.973,TIKTOK DANCE,20s
1073,2kefHjNepGePZG4WxH2Vh4,#WIPEITDOWN,BMW KENNY,99428,49,0.934,0.632,A# / Bb,-7.484,minor,0.4039999999999999,0.0427,0.00485,0.103,0.531,140.125,TIKTOK DANCE,20s
1075,2hReMrZRitKtVqGZk0Pqh3,Made It Bigger,Senior,181500,31,0.828,0.409,G,-10.408,major,0.0668,0.522,0.0,0.0972,0.32,120.022,TIKTOK DANCE,20s
1076,3YKBzPMeKTqKuB2UZyAQWq,Lights On,Landstrip Chip,172591,43,0.8029999999999999,0.466,F# / Gb,-8.062000000000001,major,0.0584,0.147,0.0,0.11,0.122,95.983,TIKTOK DANCE,20s
1077,2DyOplSMNLCRmWxrcj1OOI,Miss Me,Herman,112352,0,0.77,0.621,G,-8.408999999999999,major,0.0492,0.228,1.8e-06,0.124,0.357,85.561,TIKTOK DANCE,20s
1078,4LcUIC0OEsTmpwJR38aafo,Purple (feat. Polo G & Deno),Charlie Sloth,192200,50,0.8420000000000001,0.813,F,-5.513999999999999,major,0.0491,0.0284,0.0,0.412,0.437,124.987,TIKTOK DANCE,20s
1082,4IqD7IMk1Itl7AmgdxFmHl,Die on the Dancefloor,Dror,177692,6,0.642,0.647,F# / Gb,-7.672999999999999,minor,0.0404,0.0132,0.0,0.069,0.944,104.016,TIKTOK DANCE,20s
1083,1UxYmRBBJMMuzYcK9miSYs,They Call Me Tiago (Her Name Is Margo),Tiagz,154455,65,0.878,0.578,C,-7.581,major,0.0722,0.196,0.433,0.0965,0.148,100.996,TIKTOK DANCE,20s
1084,1IiIHuFWRaUZR6oFFD3y6H,Mad at Me,Freshie,180835,21,0.8029999999999999,0.588,F# / Gb,-9.227,major,0.435,0.00265,0.0,0.1009999999999999,0.426,146.093,TIKTOK DANCE,20s
1085,6t3sBdc5SbMlk5AyGvMei2,3 Vets,The Future Kingz,175380,0,0.92,0.595,B,-6.698,major,0.248,0.172,0.0,0.113,0.908,145.003,TIKTOK DANCE,20s
1090,0PNVMcb2Y6q4SHnKQLl4b5,Oldest Teenager,Lexi Jayde,196315,50,0.6459999999999999,0.494,C# / Db,-12.599,major,0.0289999999999999,0.272,0.0028399999999999,0.151,0.7290000000000001,113.981,TIKTOK DANCE,20s
1091,0TRmtiR9q6XnYDzXmoMpGC,All My Heroes - Radio Edit,Naeleck,228433,63,0.609,0.6679999999999999,B,-4.515,major,0.0308,0.287,0.0104,0.0974,0.212,82.975,TIKTOK DANCE,20s
1095,5lN7UtvhpwEHzifSjKw3z2,Woah (feat. D3Mstreet),KRYPTO9095,123373,61,0.888,0.522,C# / Db,-8.936,major,0.43,0.00739,0.0,0.0452,0.623,144.011,TIKTOK DANCE,10s
1103,4NdIlRhiXNkFUrOTzjCZXV,Cocaine,Deestroying,123141,28,0.64,0.622,C# / Db,-6.714,major,0.035,0.00243,0.0,0.0972,0.455,155.966,TIKTOK DANCE,20s
1104,69ILNxAuh3S9psVAd04cYf,TikTok Shawty,Karri,158276,53,0.627,0.621,G# / Ab,-7.314,major,0.307,0.207,0.0,0.02,0.496,106.568,TIKTOK DANCE,20s
1105,0efL46uAuNEfukXQYsbPlX,LMK,Lil Xxel,188292,1,0.7490000000000001,0.457,F# / Gb,-7.515,major,0.0464,0.0298,0.000322,0.446,0.4479999999999999,123.03,TIKTOK DANCE,20s
1108,6qL5UWxRSQYml9O99ozoLv,Love Songs - Bonus,Kaash Paige,148640,72,0.6409999999999999,0.355,F,-10.599,major,0.0906,0.831,0.000855,0.11,0.4529999999999999,120.032,TIKTOK DANCE,10s
1111,4dZKAHqTXABZbT1rPBrM0d,Toast to the Life,Apontay,257846,16,0.6,0.7390000000000001,C# / Db,-5.853,major,0.342,0.181,0.0,0.131,0.7140000000000001,166.595,TIKTOK DANCE,20s
1113,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,173333,87,0.726,0.431,G# / Ab,-8.765,minor,0.135,0.731,0.0,0.696,0.348,144.026,TIKTOK DANCE,20s
1121,3kbcsTZiugxA0Vj2SAr2zO,Can't Hold Back,J!mmy,178887,4,0.7070000000000001,0.667,D,-9.312,major,0.173,0.0045,0.00207,0.114,0.283,129.947,TIKTOK DANCE,20s
1122,3voykgDTJc3HRbWTKaZ1ri,Poverty,Brandon ThaKidd,213575,52,0.7809999999999999,0.826,C# / Db,-2.15,minor,0.0756,0.0418,0.0,0.156,0.638,126.011,TIKTOK DANCE,20s
1124,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,168489,37,0.792,0.512,D,-6.875,major,0.0408,0.13,8.82e-05,0.14,0.11,113.978,TIKTOK DANCE,20s
1126,0Hl9OCGoLGi9IFwsn31Yth,Silence,Dyllón Burnside,214736,15,0.7190000000000001,0.669,G,-6.108,minor,0.13,0.0662,2.33e-06,0.0963,0.499,95.022,TIKTOK DANCE,20s
